COUNTRY,MA_ID,NAME,LON,LAT,DESIG,LEGAL,DESIG_TYPE,DOMAIN,STATUS,DATE_ESTAB,AREA_R_HA,MARIE_R_H,MGT_PLAN,IUCN_CAT,INTL_CONV,STATE_PROV,ZONES,NO_TAKE,NO_TK_R_HA,MGT_MODEL,MGT_EFF,SOURCE,NOTES,CONSENT,CTMPAS_CAT,VALIDATED,VALIDATED_BY,VALIDATED_ON,HAS_POLY
"Solomon Islands","5044000","Leona and Paramatta","156.51138776","-7.73351711","Marine Resource Management Area","Unknown","Local","marine","Proposed","2013-01-01",0.00,0.00,"Yes","Unknown","None","Western","Yes","Part",0.00,"None","Unknown","","Site consists of 4 zones that are joined to make one. Sketch boundary based on 100 m buffer of reef polygons","Point only","Category 1","True","Yes - WorldFish staff at Managed Area workshop Oct 2015","","True"
"Solomon Islands","5043900","Vavata-Vatapilei","159.74241645","-9.29511534","Conservation Area","Unknown","Local","terrestrial","Voluntary","2010-01-01",0.00,0.00,"Drafted","Unknown","None","Guadalcanal","Unknown","Unknown",0.00,"None","Unknown","Josiah Maesua - Managed Areas Workshop - Oct 2015","","Point only","Category 1","False","","","False"
"Solomon Islands","5043800","Kolokisu","159.76231923","-9.32229293","Conservation Area","None","Local","terrestrial","Voluntary","2014-11-01",0.00,0.00,"Drafted","Unknown","None","Guadalcanal","Unknown","Unknown",0.00,"None","Unknown","Josiah Maesua - Managed Areas Workshop - Oct 2015","Sketch boundary","Point only","Category 1","False","","","True"
"Solomon Islands","5043400","Sughu","159.70398511","-9.68258976","Conservation Area","Unknown","Local","marine-terrestrial","Voluntary","2011-01-01",0.00,0.00,"Drafted","Unknown","None","Guadalcanal","Yes","Seasonal",0.00,"None","Unknown","Joshua Bulolo - UNDP SGP Coordinator","Sketch boundary with 50 m buffer from reef.","Point only","Category 1","False","","","True"
"Solomon Islands","5043300","Bulotako","160.66452269","-9.91466747","Resource Management Area","None","Local","terrestrial","Voluntary","2010-01-01",0.00,0.00,"Drafted","Unknown","None","Guadalcanal","No","Part",0.00,"None","Unknown","Josiah Maesua - Managed Areas Workshop - Oct 2015","Sketch boundary","Point only","Category 1","True","Yes - UNDP SGP","","True"
"Solomon Islands","5043200","Ta'aru","160.90735644","-9.85069152","Conservation Area","None","Local","marine-terrestrial","Voluntary","2015-10-04",0.00,0.00,"No","Unknown","None","Guadalcanal","No","All",0.00,"None","Unknown","John Houakau","","Point only","Category 1","True","Yes - John Houakau","","False"
"Solomon Islands","5043100","Rautli","160.86954708","-9.86915340","Conservation Area","None","Local","marine-terrestrial","Voluntary","2015-10-04",0.00,0.00,"No","Unknown","None","Guadalcanal","No","All",0.00,"None","Unknown","John Houakau","Consevation for turtle nesting","Point only","Category 1","True","Yes - John Houakau","","False"
"Solomon Islands","5043000","Kosa","160.86587275","-9.84713066","Conservation Area","None","Local","marine-terrestrial","Voluntary","2015-10-04",0.00,0.00,"No","Unknown","None","Guadalcanal","No","All",0.00,"None","Unknown","John Houakau","","Point only","Category 1","True","Yes - John Houakau","","False"
"Solomon Islands","5042700","Togasalo","159.62420394","-8.20324982","Resource Management Area","Unknown","Local","terrestrial","Voluntary","2015-10-01",0.00,0.00,"No","Unknown","None","Isabel","Unknown","Unknown",0.00,"None","Unknown","John Pita, Wilson Eta","Sketch boundary. Belongs to Maakara (Tavia) and Posamoga tribs","Point only","Category 1","False","","","True"
"Solomon Islands","5042100","Zoli","158.81463884","-7.67311950","Resource Management Area","Unknown","Local","marine","Voluntary","2015-07-01",0.00,0.00,"No","Unknown","None","Isabel","Yes","Part",0.00,"None","Unknown","John Pita, Wilson Eta","Belongs to tribe of Chief Cameron Baffet","Point only","Category 1","False","","","True"
"Solomon Islands","5042000","Nanakio","158.52020184","-7.71751469","Resource Management Area","Unknown","Local","marine-terrestrial","Voluntary","2015-07-01",0.00,0.00,"No","Unknown","None","Isabel","Yes","Part",0.00,"None","Unknown","John Pita, Wilson Eta, Simon Vuto","Belongs to the tribe of Chief Cameron Baffet","Point only","Category 1","False","","","True"
"Solomon Islands","5041900","Finuana","158.98605098","-8.06705366","Resource Management Area","Unknown","Local","marine-terrestrial","Voluntary","2015-10-01",0.00,0.00,"No","Unknown","None","Isabel","Unknown","Unknown",0.00,"None","Unknown","John Pita, Wilson Eta, Simon Vuto","Managed by Samasodu community","Point only","Category 1","False","","","True"
"Solomon Islands","5041800","Kokopana Island","159.35835458","-8.29394307","Resource Management Area","Unknown","Local","marine","Voluntary","2015-07-01",0.00,0.00,"No","Unknown","None","Isabel","Unknown","Unknown",0.00,"None","Unknown","John Pita, Wilson Eta, Simon Vuto","Belongs to the tribe of Chief Cameron","Point only","Category 1","False","","","True"
"Solomon Islands","5041300","Poro","159.85295987","-8.33888673","Resource Management Area","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Local","marine","Voluntary","2015-07-01",0.00,0.00,"No","Unknown","None","Isabel","Unknown","Unknown",0.00,"None","Unknown","John Pita, Wilson Eta","Baseline survey completed","Point only","Category 1","False","","","True"
"Solomon Islands","5041200","Tataba","159.80926299","-8.39886800","Resource Management Area","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Local","marine","Designated","2015-09-01",0.00,0.00,"No","Unknown","None","Isabel","Yes","Part",0.00,"None","Unknown","John Pita, Wilson Eta","Managed by Tataba Community and Tataba Fisheries Centre","Point only","Category 1","False","","","True"
"Solomon Islands","5041100","Kologhose - Fotaro","159.44947428","-8.04258583","LMMA","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Local","marine","Designated","2014-11-01",0.00,0.00,"No","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","John Pita, Wilson Eta - Managed Areas Workshop - Oct 2015","","Yes","Category 1","False","","","True"
"Solomon Islands","5041000","Bolopelo Reef","159.38221092","-7.98581484","LMMA","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Local","marine","Designated","2014-11-01",0.00,0.00,"No","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","John Pita, Wilson Eta - Managed Areas Workshop - Oct 2015","","Yes","Category 1","False","","","True"
"Solomon Islands","5040900","Kesuo Reef","159.36830666","-7.99004220","LMMA","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Local","marine","Designated","2014-11-01",0.00,0.00,"No","Unknown","None","Isabel","No","Unknown",0.00,"None","Unknown","John Pita, Wilson Eta - Managed Areas Workshop - Oct 2015","","Yes","Category 1","False","","","True"
"Solomon Islands","5040800","Huhurangi","159.30522933","-7.99158215","Resource Management Area","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Local","marine-terrestrial","Designated","2015-07-01",0.00,0.00,"No","Unknown","None","Isabel","Yes","All",0.00,"None","Unknown","John Pita, Wilson Eta","Boundary based in 100 m buffer from coast.Site belongs to Moffat Hughe","Point only","Category 1","False","","","True"
"Solomon Islands","5040700","Malakobi Island","159.01385469","-7.82469319","Resource Management Area","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Local","marine","Voluntary","2015-07-01",0.00,0.00,"No","Unknown","None","Isabel","Yes","Part",0.00,"None","Unknown","Ben Salepo - Managed Areas Workshop - Oct 2015","","Point only","Category 1","False","","","True"
"Solomon Islands","5040600","Iyo","162.27687103","-10.74777969","LMMA","Unknown","Local","marine","Voluntary","1995-01-01",0.00,0.00,"No","Unknown","None","Makira-Ullawa","No","Seasonal",0.00,"None","Unknown","Geoffrey Mauriasi - Managed Areas Workshop - Oct 2015","","Point only","Category 1","False","","","True"
"Solomon Islands","5040500","Tanga","166.30518381","-10.22907931","LMMA","Unknown","Local","marine","Voluntary","2015-08-01",0.00,0.00,"No","Unknown","None","Temotu","No","Seasonal",0.00,"None","Unknown","Nelson Nyeda - Managed Areas Workshop - Oct 2014","","Point only","Category 1","False","","","True"
"Solomon Islands","5040400","Ngadeli","166.29984792","-10.30004223","LMMA","Unknown","Local","marine","Voluntary","2014-09-01",0.00,0.00,"No","Unknown","None","Temotu","Unknown","Seasonal",0.00,"None","Unknown","Nelson Nyeda - Managed Areas Workshop - Oct 2014","","Point only","Category 1","False","","","True"
"Solomon Islands","5040300","Buma 1","166.95565077","-11.63233541","LMMA","Unknown","Local","marine","Voluntary","2014-09-01",0.00,0.00,"No","Unknown","None","Temotu","No","Seasonal",0.00,"None","Unknown","Nelson Nyeda - Managed Areas Workshop - Oct 2014","Part of Oceanwatch program","Point only","Category 1","False","","","False"
"Solomon Islands","5040200","Buma 2","166.97309880","-11.65280694","Tabu Site","None","Local","marine-terrestrial","Voluntary","0001-01-01",0.00,0.00,"No","Unknown","None","Temotu","No","All",0.00,"None","Unknown","Nelson Nyeda - Managed Areas Workshop - Oct 2014","Sketch boundary","Point only","Category 1","False","","","True"
"Solomon Islands","5040100","Tagauraha","162.28606179","-10.75356425","LMMA","Unknown","Local","marine","Voluntary","2013-11-30",0.00,0.00,"Unknown","Unknown","None","Makira-Ullawa","Unknown","Unknown",0.00,"None","Unknown","Geoffrey Mauriasi - Managed Areas Workshop - Oct 2015","Sketch boundary from Oct 2015 workshop","Point only","Category 1","True","Yes - Geoffrey Mauriasi","","True"
"Solomon Islands","5040000","Tawatana","161.38488282","-10.21263770","Conservation Area","Unknown","Local","terrestrial","Voluntary","2013-01-01",0.00,0.00,"Drafted","Unknown","None","Makira-Ullawa","Unknown","Unknown",0.00,"None","Unknown","Selwyn Aharo","","Point only","Category 1","True","Yes - Selwyn Aharo","","True"
"Solomon Islands","5039800","Vurenimala","160.32272400","-9.17728610","LMMA","Unknown","Local","marine","Voluntary","2015-02-02",0.00,0.00,"Drafted","Unknown","None","Central","No","Seasonal",0.00,"None","Unknown","Jacob Piturara - Managed Areas Workshop - Oct 2015 - GPS Tracks","","Yes","Category 1","True","Yes - Jacob Piturara - Oct 2015","","True"
"Solomon Islands","5039300","Mwaneniote","161.53515208","-9.53850565","Conservation Area","Unknown","Local","marine-terrestrial","Voluntary","2014-09-01",0.00,0.00,"Drafted","Unknown","None","Malaita","Yes","Unknown",0.00,"None","Unknown","Josiah Maesua - Managed Areas Workshop - Oct 2015","MA Workshop Oct 2015","Yes","Category 1","False","","","True"
"Solomon Islands","5039200","Reta","161.48389149","-9.47865950","Conservation Area","Unknown","Local","marine-terrestrial","Voluntary","2014-09-01",0.00,0.00,"Drafted","Unknown","None","Malaita","Unknown","Part",0.00,"None","Unknown","Josiah Maesua - Managed Areas Workshop - Oct 2015","MA workshop Oct 2015 - Small Grants Program area","Yes","Category 1","False","","","True"
"Solomon Islands","5039100","Hahorarumu Uru Tribal Conservation Association","161.12812612","-9.27287987","Conservation Area","Unknown","Local","terrestrial","Voluntary","2015-09-01",0.00,0.00,"Drafted","Unknown","None","Malaita","No","None",0.00,"None","Unknown","Edgar Pollard - Managed Areas Workshop - Oct 2015","Shapefile provided at Oct 2015 MA workhsop","Yes","Category 1","False","","","True"
"Solomon Islands","5038900","Soka","160.01980113","-8.90160703","LMMA","Unknown","Local","marine","Voluntary","2010-03-01",0.00,0.00,"Drafted","Unknown","None","Central","No","Seasonal",0.00,"None","Unknown","Jacob Piturara - Managed Areas Workshop - Oct 2015 - GPS Tracks","","Yes","Category 1","True","Yes - Jacob Piturara - Oct 2015","","True"
"Solomon Islands","5038700","Kioleni","159.12981104","-8.99514144","LMMA","Unknown","Local","marine","Voluntary","2014-09-20",0.00,0.00,"Drafted","Unknown","None","Central","No","Seasonal",0.00,"None","Unknown","Jacob Piturara - Managed Areas Workshop - Oct 2014","","Yes","Category 1","True","Yes - Jacob Piturara - Oct 2014","","True"
"Solomon Islands","5038600","Leru","159.05853081","-8.99878817","LMMA","Unknown","Local","marine-terrestrial","Voluntary","2013-05-10",0.00,0.00,"Drafted","Unknown","None","Central","No","Unknown",0.00,"None","Unknown","Jacob Piturara - Managed Areas Workshop - Oct 2014","","Yes","Category 1","True","Yes - Jacob Piturara - Oct 2014","","True"
"Solomon Islands","5038500","Mane","159.03526781","-9.02446825","LMMA","Unknown","Local","marine-terrestrial","Voluntary","2013-03-03",0.00,0.00,"Drafted","Unknown","None","Central","No","Seasonal",0.00,"None","Unknown","Jacob Piturara - Managed Areas Workshop - Oct 2014","","Yes","Category 1","True","Yes - Jacob Piturara - Oct 2014","","True"
"Solomon Islands","5037900","Baukolo","156.66486586","-6.86640181","Resource Management Area","Unknown","Local","terrestrial","Proposed","2015-10-28",2000.00,0.00,"Drafted","Unknown","CBD","Choiseul","Yes","Part",0.00,"None","Unknown","Gideon Bouro","Supported by Hon. Alpha Kimata","Point only","Category 1","False","","","True"
"Solomon Islands","5037800","Jito Tribal Land","156.90209452","-7.12703394","Resource Management Area","Choiseul Province","Local","terrestrial","Proposed","2015-04-28",0.00,0.00,"Drafted","VI","None","Choiseul","Yes","Part",0.00,"None","Unknown","Gideon Bouro","Part of area above 400 m elevation","Point only","Category 1","True","Yes - Gideon Bouro","","True"
"Solomon Islands","5037200","Jaghi","159.84974167","-8.42026486","Resource Management Area","Isabel Province Resource Management and Environmental Protection Ordinance 2006","Local","marine","Designated","2015-07-01",0.00,0.00,"No","Unknown","None","Isabel","Unknown","Unknown",0.00,"None","Unknown","John Pita - August 2015","Consent given by Posamoga tribe from Nagolau village.  Baseline survey complete","Point only","Category 1","False","","","True"
"Solomon Islands","5037100","Guere FSC Area","157.42751775","-7.42190552","Agro-Forestry Management Area","Unknown","Local","terrestrial","Voluntary","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Choiseul","No","Unknown",0.00,"None","Unknown","Gideon Bouro","","Point only","Category 1","True","Yes - Gideon Bouro","","True"
"Solomon Islands","5037000","Guere","157.42674359","-7.38400181","Conservation Area","Unknown","Local","terrestrial","Voluntary","0001-01-01",3678.62,0.00,"Unknown","Unknown","None","Choiseul","Unknown","Unknown",0.00,"None","Unknown","Steven Suti","Fsc certification and Nakao are under process","Point only","Category 1","False","","","True"
"Solomon Islands","5035500","Okronus","160.71693034","-8.82219690","LMMA","None","Local","marine-terrestrial","Voluntary","2015-04-26",0.00,0.00,"Drafted","Unknown","None","Malaita","Yes","Part",0.00,"None","Unknown","CBRM Malaita Province Community Mapping Workshops 2014","Area co-managed by 6 communities - Kona, Oibola, Ura, Oneoneabu, Radefasu, Sita","Yes","Category 1","False","","","True"
"Solomon Islands","5035400","Kwainiari","161.13585513","-8.98778430","Conservation Area","Unknown","Local","marine-terrestrial","Voluntary","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Malaita","Yes","Part",0.00,"None","Unknown","UNDP Small Grants Program - CBRM Malaita Mapping Workshops 2014","","Point only","Category 1","False","","","True"
"Solomon Islands","5034800","unnamed - Tauba","160.75479150","-8.31569158","LMMA","Unknown","Local","marine","No longer active","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Malaita","Unknown","Unknown",0.00,"None","Unknown","CBRM Malaita Province Community Mapping Workshops 2014","","Point only","Category 1","False","","","True"
"Solomon Islands","5033400","O'oro","160.67787610","-8.59629984","Resource Management Area","None","Local","marine-terrestrial","Voluntary","2015-07-08",0.00,0.00,"Unknown","VI","None","Malaita","Yes","Part",0.00,"None","Unknown","Gideon Bouro and CBRM Malaita Province Community Mapping Workshops 2014","","Point only","Category 1","True","Yes - Chrisanto Daokalia 7 Oct 2015","","False"
"Solomon Islands","5031900","unnamed - Luaniua 3","159.56784354","-5.36791498","LMMA","Unknown","Local","marine","Voluntary","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Malaita","Unknown","Unknown",0.00,"None","Unknown","CBRM Malaita Province Community Mapping Workshops 2014","","Point only","Category 1","False","","","False"
"Solomon Islands","5031700","unnamed - Hanambeta","161.02550816","-9.22609976","Conservation Area","Unknown","Local","terrestrial","No longer active","0001-01-01",0.00,0.00,"Unknown","Unknown","None","Malaita","Unknown","Unknown",0.00,"None","Unknown","CBRM Malaita Province Community Mapping Workshops 2014","","Point only","Category 1","False","","","False"
